O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
11-9151.00,Social and Community Service Managers,23-1022.00,"Arbitrators, Mediators, and Conciliators",6
11-9151.00,Social and Community Service Managers,11-9111.00,Medical and Health Services Managers,7
11-9151.00,Social and Community Service Managers,21-1012.00,"Educational, Guidance, School, and Vocational Counselors",8
11-9151.00,Social and Community Service Managers,13-2071.01,Loan Counselors,9
11-9151.00,Social and Community Service Managers,25-2012.00,"Kindergarten Teachers, Except Special Education",10
11-9161.00,Emergency Management Directors,11-3051.00,Industrial Production Managers,1
11-9161.00,Emergency Management Directors,29-1141.04,Clinical Nurse Specialists,2
11-9161.00,Emergency Management Directors,33-1012.00,First-Line Supervisors of Police and Detectives,3
11-9161.00,Emergency Management Directors,33-3021.01,Police Detectives,4
11-9161.00,Emergency Management Directors,11-9051.00,Food Service Managers,5
11-9161.00,Emergency Management Directors,25-9021.00,Farm and Home Management Advisors,6
11-9161.00,Emergency Management Directors,11-2022.00,Sales Managers,7
11-9161.00,Emergency Management Directors,11-3121.00,Human Resources Managers,8
11-9161.00,Emergency Management Directors,11-9151.00,Social and Community Service Managers,9
11-9161.00,Emergency Management Directors,13-1081.00,Logisticians,10
11-9199.01,Regulatory Affairs Managers,11-9199.04,Supply Chain Managers,1
11-9199.01,Regulatory Affairs Managers,11-3061.00,Purchasing Managers,2
11-9199.01,Regulatory Affairs Managers,13-1199.03,Customs Brokers,3
11-9199.01,Regulatory Affairs Managers,11-3071.03,Logistics Managers,4
11-9199.01,Regulatory Affairs Managers,41-3021.00,Insurance Sales Agents,5
11-9199.01,Regulatory Affairs Managers,41-3031.02,"Sales Agents, Financial Services",6
11-9199.01,Regulatory Affairs Managers,13-1081.00,Logisticians,7
11-9199.01,Regulatory Affairs Managers,13-2061.00,Financial Examiners,8
11-9199.01,Regulatory Affairs Managers,13-2099.02,Risk Management Specialists,9
11-9199.01,Regulatory Affairs Managers,13-2031.00,Budget Analysts,10
11-9199.04,Supply Chain Managers,11-3071.01,Transportation Managers,1
11-9199.04,Supply Chain Managers,11-3061.00,Purchasing Managers,2
11-9199.04,Supply Chain Managers,11-9199.01,Regulatory Affairs Managers,3
11-9199.04,Supply Chain Managers,13-1041.07,Regulatory Affairs Specialists,4
11-9199.04,Supply Chain Managers,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",5
11-9199.04,Supply Chain Managers,13-1051.00,Cost Estimators,6
11-9199.04,Supply Chain Managers,13-1199.03,Customs Brokers,7
11-9199.04,Supply Chain Managers,11-9131.00,Postmasters and Mail Superintendents,8
11-9199.04,Supply Chain Managers,11-9141.00,"Property, Real Estate, and Community Association Managers",9
11-9199.04,Supply Chain Managers,41-3021.00,Insurance Sales Agents,10
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",27-2012.03,Program Directors,1
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-2031.00,Public Relations and Fundraising Managers,2
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",27-2012.01,Producers,3
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-9033.00,"Education Administrators, Postsecondary",4
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-3131.00,Training and Development Managers,5
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-2011.00,Advertising and Promotions Managers,6
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-9151.00,Social and Community Service Managers,7
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-3121.00,Human Resources Managers,8
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-1011.00,Chief Executives,9
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",41-3011.00,Advertising Sales Agents,10
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13-2021.02,"Appraisers, Real Estate",1
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13-2021.01,Assessors,2
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",3
13-1021.00,"Buyers and Purchasing Agents, Farm Products",11-3071.02,Storage and Distribution Managers,4
13-1021.00,"Buyers and Purchasing Agents, Farm Products",43-5011.00,Cargo and Freight Agents,5
13-1021.00,"Buyers and Purchasing Agents, Farm Products",37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,6
13-1021.00,"Buyers and Purchasing Agents, Farm Products",41-2022.00,Parts Salespersons,7
13-1021.00,"Buyers and Purchasing Agents, Farm Products",41-9011.00,Demonstrators and Product Promoters,8
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",9
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13-1051.00,Cost Estimators,10
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",1
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",41-1011.00,First-Line Supervisors of Retail Sales Workers,2
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",11-3061.00,Purchasing Managers,3
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13-1021.00,"Buyers and Purchasing Agents, Farm Products",4
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",5
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",11-3071.03,Logistics Managers,6
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",41-2031.00,Retail Salespersons,7
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",8
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13-2021.01,Assessors,9
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",10
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1031.01,"Claims Examiners, Property and Casualty Insurance",1
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",11-3061.00,Purchasing Managers,2
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1051.00,Cost Estimators,4
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",11-9199.01,Regulatory Affairs Managers,5
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1041.07,Regulatory Affairs Specialists,6
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",11-3071.01,Transportation Managers,7
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-2031.00,Budget Analysts,8
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1031.02,"Insurance Adjusters, Examiners, and Investigators",9
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1199.03,Customs Brokers,10
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-2031.00,Budget Analysts,3
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-2011.01,Accountants,4
13-1031.01,"Claims Examiners, Property and Casualty Insurance",43-4011.00,Brokerage Clerks,5
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-1041.07,Regulatory Affairs Specialists,6
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",7
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-2011.02,Auditors,8
13-1031.01,"Claims Examiners, Property and Casualty Insurance",43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,9
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-2061.00,Financial Examiners,10
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-1031.01,"Claims Examiners, Property and Casualty Insurance",1
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-2041.00,Credit Analysts,2
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-2053.00,Insurance Underwriters,3
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",43-3021.02,"Billing, Cost, and Rate Clerks",4
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",43-5061.00,"Production, Planning, and Expediting Clerks",5
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",6
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-1041.07,Regulatory Affairs Specialists,7
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-2082.00,Tax Preparers,8
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-1032.00,"Insurance Appraisers, Auto Damage",9
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-2021.02,"Appraisers, Real Estate",10
13-1032.00,"Insurance Appraisers, Auto Damage",13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1
13-1032.00,"Insurance Appraisers, Auto Damage",13-1031.01,"Claims Examiners, Property and Casualty Insurance",2
13-1032.00,"Insurance Appraisers, Auto Damage",43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",3
13-1032.00,"Insurance Appraisers, Auto Damage",43-5061.00,"Production, Planning, and Expediting Clerks",4
13-1032.00,"Insurance Appraisers, Auto Damage",13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",5
13-1032.00,"Insurance Appraisers, Auto Damage",13-2021.02,"Appraisers, Real Estate",6
13-1032.00,"Insurance Appraisers, Auto Damage",33-9031.00,Gaming Surveillance Officers and Gaming Investigators,7
13-1032.00,"Insurance Appraisers, Auto Damage",43-4011.00,Brokerage Clerks,8
13-1032.00,"Insurance Appraisers, Auto Damage",19-4061.01,City and Regional Planning Aides,9
13-1032.00,"Insurance Appraisers, Auto Damage",41-3021.00,Insurance Sales Agents,10
13-1041.01,Environmental Compliance Inspectors,17-1022.01,Geodetic Surveyors,1
13-1041.01,Environmental Compliance Inspectors,19-4091.00,"Environmental Science and Protection Technicians, Including Health",2
13-1041.01,Environmental Compliance Inspectors,19-4099.02,Precision Agriculture Technicians,3
13-1041.01,Environmental Compliance Inspectors,19-2043.00,Hydrologists,4
13-1041.01,Environmental Compliance Inspectors,19-1023.00,Zoologists and Wildlife Biologists,5
13-1041.01,Environmental Compliance Inspectors,17-3025.00,Environmental Engineering Technicians,6
13-1041.01,Environmental Compliance Inspectors,47-4011.00,Construction and Building Inspectors,7
13-1041.01,Environmental Compliance Inspectors,19-4092.00,Forensic Science Technicians,8
13-1041.01,Environmental Compliance Inspectors,17-3029.04,Electronics Engineering Technologists,9
13-1041.01,Environmental Compliance Inspectors,19-4041.01,Geophysical Data Technicians,10
13-1041.02,Licensing Examiners and Inspectors,43-4011.00,Brokerage Clerks,1
13-1041.02,Licensing Examiners and Inspectors,41-1011.00,First-Line Supervisors of Retail Sales Workers,2
13-1041.02,Licensing Examiners and Inspectors,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",3
13-1041.02,Licensing Examiners and Inspectors,21-1093.00,Social and Human Service Assistants,4
13-1041.02,Licensing Examiners and Inspectors,39-1021.00,First-Line Supervisors of Personal Service Workers,5
13-1041.02,Licensing Examiners and Inspectors,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,6
13-1041.02,Licensing Examiners and Inspectors,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",7
13-1041.02,Licensing Examiners and Inspectors,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,8
13-1041.02,Licensing Examiners and Inspectors,13-1031.02,"Insurance Adjusters, Examiners, and Investigators",9
13-1041.02,Licensing Examiners and Inspectors,41-9022.00,Real Estate Sales Agents,10
13-1041.03,Equal Opportunity Representatives and Officers,23-1022.00,"Arbitrators, Mediators, and Conciliators",1
13-1041.03,Equal Opportunity Representatives and Officers,11-9151.00,Social and Community Service Managers,2
13-1041.03,Equal Opportunity Representatives and Officers,11-9111.00,Medical and Health Services Managers,3
13-1041.03,Equal Opportunity Representatives and Officers,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,4
13-1041.03,Equal Opportunity Representatives and Officers,11-9032.00,"Education Administrators, Elementary and Secondary School",5
13-1041.03,Equal Opportunity Representatives and Officers,13-1151.00,Training and Development Specialists,6
13-1041.03,Equal Opportunity Representatives and Officers,11-3131.00,Training and Development Managers,7
13-1041.03,Equal Opportunity Representatives and Officers,11-9033.00,"Education Administrators, Postsecondary",8
